,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
9,1958,TRON,TRX,tron,1113,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem']",,86131211336.47333,86131197661.57948,True,,10,,,,2025-01-28T00:00:00.000Z,0.24635925191140912,1098220250.9349475,140.3459,0.10594977,0.01801738,3.48665677,-4.47358067,21.17703285,48.21976646,21219220791.07705,0.6091,21219217422.14,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:01:09.134561
10,1975,Chainlink,LINK,chainlink,1922,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-01-28T00:00:00.000Z,24.16003108424791,1167373587.2166905,108.2132,0.13224877,-2.99093474,-3.5731203,10.02729864,34.5878606,104.88974472,15416515120.996998,0.4426,24160031084.25,,2025-01-28T00:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-01-27 19:01:09.134561
11,5805,Avalanche,AVAX,avalanche,854,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,411598728.1645208,449935028.1645208,False,,12,,,,2025-01-27T23:59:00.000Z,34.204049916271764,686036211.1312324,94.9828,0.16349995,-4.61070752,-4.89530922,-9.1719046,-20.15534069,27.39206181,14078343443.613241,0.404,24481504912.18,,2025-01-27T23:59:00.000Z,,,,,,2025-01-27 19:01:09.134561
12,11419,Toncoin,TON,toncoin,669,2021-08-26T13:40:22.000Z,"['pos', 'ethereum-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2489369952.6316047,5120883975.395717,True,,13,,,,2025-01-27T23:59:00.000Z,5.010165133834641,248870056.60147944,134.9851,0.10129244,1.47872982,-0.33608843,-13.61767971,-22.18022824,-0.12776649,12472154541.890457,0.358,25656474347.94,,2025-01-27T23:59:00.000Z,,,,,,2025-01-27 19:01:09.134561
13,512,Stellar,XLM,stellar,667,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30519746007.854313,50001786894.45155,False,,14,,,,2025-01-27T23:59:00.000Z,0.40700894757514783,711184897.4260328,158.9415,0.44683092,0.05654275,-8.85469023,14.44400622,-18.29494429,321.20396446,12421809702.917603,0.3565,20351182767.41,,2025-01-27T23:59:00.000Z,,,,,,2025-01-27 19:01:09.134561
14,4642,Hedera,HBAR,hedera,310,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,38267523240.49058,50000000000.0,False,,15,,,,2025-01-27T23:58:00.000Z,0.3143250791479698,733474192.416877,32.7488,-0.27007472,-2.83621276,-7.84686941,6.91725241,116.9886425,533.43808743,12028442271.363976,0.3453,15716253957.4,,2025-01-27T23:58:00.000Z,,,,,,2025-01-27 19:01:09.134561
0,1,Bitcoin,BTC,bitcoin,11884,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19815946.0,19815946.0,False,,1,,,,2025-01-28T00:00:00.000Z,102097.46848956957,89016304527.29843,294.647,0.38657249,-0.50338169,-0.09226936,7.32322875,6.71036446,40.4245,2023157922326.0122,58.0774,2144046838280.96,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:02:09.978609
1,1027,Ethereum,ETH,ethereum,9900,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120510510.90226543,120510510.90226543,True,,2,,,,2025-01-28T00:00:00.000Z,3181.6843793988896,39416457413.64761,172.2783,0.34446547,-1.59914556,-2.99768994,-6.37721953,-11.16267324,20.61155986,383426410091.1175,11.0068,383426410091.12,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:02:09.978609
2,52,XRP,XRP,xrp,1518,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57641211234.0,99986586496.0,False,,3,,,,2025-01-28T00:00:00.000Z,3.0534400589515016,15975224062.255924,358.6396,0.49643371,0.92832151,-1.54522612,40.01439533,98.23948024,478.27340926,176003983428.38092,5.0524,305344005895.15,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:02:09.978609
3,825,Tether USDt,USDT,tether,114907,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem']",,139335051398.71902,141572991334.18033,True,,4,,,,2025-01-28T00:00:00.000Z,1.0000297906685707,162860630952.29828,155.4729,0.0205696,0.03379947,0.11874117,0.17721263,-0.01049663,0.04239162,139339202283.0555,3.9986,141577208888.24,,2025-01-28T00:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-01-27 19:02:09.978609
4,5426,Solana,SOL,solana,834,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,486689127.34338117,592890872.6959422,True,,5,,,,2025-01-28T00:00:00.000Z,235.04577565589378,10735596295.107605,156.7459,-0.13204703,-2.43811157,-2.89822648,20.47547895,-1.13357129,31.08140723,114394223439.71509,3.2838,139356495052.12,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:02:09.978609
5,1839,BNB,BNB,bnb,2344,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142480877.55,142480877.55,False,,6,,,,2025-01-28T00:00:00.000Z,679.7619750654965,2295200353.9197044,50.05,0.10695804,1.93753332,-0.28472903,-5.72128702,3.86203622,12.18968989,96853082732.45317,2.7794,96853082732.45,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:02:09.978609
6,3408,USDC,USDC,usd-coin,25235,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america']",,52306568471.50498,52306568471.50498,False,,7,,,,2025-01-28T00:00:00.000Z,1.0000844452760278,14155650925.175419,125.8071,-0.00841194,-0.00617316,0.00053106,-0.0012938,0.00568579,0.03039585,52310985514.11762,1.5017,52310985514.12,,2025-01-28T00:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-01-27 19:02:09.978609
7,74,Dogecoin,DOGE,dogecoin,1158,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', 'made-in-america']",,147802916383.7052,147802916383.7052,True,,8,,,,2025-01-28T00:00:00.000Z,0.3338153267495243,4452344328.364002,252.0154,0.57335098,-0.72416015,-5.79149877,3.05726625,-16.94880976,89.84880493,49338878827.15917,1.4159,49338878827.16,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:02:09.978609
8,2010,Cardano,ADA,cardano,1452,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america']",45000000000.0,35180226133.471306,44995094872.69515,False,,9,,,,2025-01-28T00:00:00.000Z,0.933044315117226,1387985011.95494,148.4214,0.13610243,-2.25709271,-7.54898163,5.06967394,-9.59936173,162.22534797,32824709998.37387,0.9423,41986994180.28,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:02:09.978609
9,1958,TRON,TRX,tron,1113,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem']",,86131211336.47333,86131197661.57948,True,,10,,,,2025-01-28T00:00:00.000Z,0.24635925191140912,1098220250.9349475,140.3459,0.10594977,0.01801738,3.48665677,-4.47358067,21.17703285,48.21976646,21219220791.07705,0.6091,21219217422.14,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:02:09.978609
10,1975,Chainlink,LINK,chainlink,1922,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-01-28T00:00:00.000Z,24.16003108424791,1167373587.2166905,108.2132,0.13224877,-2.99093474,-3.5731203,10.02729864,34.5878606,104.88974472,15416515120.996998,0.4426,24160031084.25,,2025-01-28T00:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-01-27 19:02:09.978609
11,5805,Avalanche,AVAX,avalanche,854,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,411598728.1645208,449935028.1645208,False,,12,,,,2025-01-28T00:00:00.000Z,34.20417473438067,685808630.6005465,94.7989,0.18682677,-4.58499513,-4.84928261,-9.18881029,-20.10424729,27.35681935,14078394818.588121,0.404,24481594250.59,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:02:09.978609
12,11419,Toncoin,TON,toncoin,669,2021-08-26T13:40:22.000Z,"['pos', 'ethereum-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2489369952.6316047,5120883975.395717,True,,13,,,,2025-01-28T00:00:00.000Z,5.010773846318177,248818179.12850344,134.8909,0.10865606,1.47255738,-0.27312461,-13.63154711,-22.14827342,-0.09697566,12473669852.456764,0.3581,25659591493.94,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:02:09.978609
13,512,Stellar,XLM,stellar,667,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30519746007.854313,50001786894.45155,False,,14,,,,2025-01-28T00:00:00.000Z,0.40711199890846606,711254516.7274191,158.9508,0.5090138,0.10977634,-8.84331186,14.47171075,-18.45825402,321.18724477,12424954803.436247,0.3566,20356335520.27,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:02:09.978609
14,4642,Hedera,HBAR,hedera,310,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,38267523240.49058,50000000000.0,False,,15,,,,2025-01-28T00:00:00.000Z,0.31439448887536076,733243041.9570266,32.5865,-0.13256643,-2.75890987,-7.9815295,6.95331449,117.32370007,533.50334859,12031098409.720024,0.3454,15719724443.77,,2025-01-28T00:00:00.000Z,,,,,,2025-01-27 19:02:09.978609
0,1,Bitcoin,BTC,bitcoin,11884,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19815946.0,19815946.0,False,,1,,,,2025-01-28T00:01:00.000Z,102156.57996783532,88786367420.81418,293.5811,0.31448798,-0.35299613,-0.0922951,7.38536579,6.75179101,40.49346238,2024329272187.3064,58.0923,2145288179324.54,,2025-01-28T00:01:00.000Z,,,,,,2025-01-27 19:03:11.852045
1,1027,Ethereum,ETH,ethereum,9900,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120510510.90226543,120510510.90226543,True,,2,,,,2025-01-28T00:01:00.000Z,3181.375317919217,39402258442.32472,172.3708,0.23112991,-1.38443771,-3.11137748,-6.38631383,-11.16882875,20.61678158,383389164934.30194,11.0057,383389164934.3,,2025-01-28T00:01:00.000Z,,,,,,2025-01-27 19:03:11.852045
2,52,XRP,XRP,xrp,1518,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57641211234.0,99986586496.0,False,,3,,,,2025-01-28T00:01:00.000Z,3.0533457823851724,15974176492.015396,358.4933,0.53446942,1.04582056,-1.6670702,40.01007231,98.32227106,478.26011346,175998549212.9067,5.0506,305334578238.52,,2025-01-28T00:01:00.000Z,,,,,,2025-01-27 19:03:11.852045
3,825,Tether USDt,USDT,tether,114907,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem']",,139335051398.71902,141572991334.18033,True,,4,,,,2025-01-28T00:01:00.000Z,0.9999516103901357,162815067480.63553,155.3874,0.00593101,-0.00821127,0.10041059,0.16938098,-0.01755217,0.06208957,139328309029.9414,3.9983,141566140672.36,,2025-01-28T00:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-01-27 19:03:11.852045
4,5426,Solana,SOL,solana,834,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,486689127.34338117,592890872.6959422,True,,5,,,,2025-01-28T00:01:00.000Z,234.88944032438263,10732351114.045444,156.5809,-0.08957124,-2.31514108,-3.3093957,20.39534744,-1.21078789,30.98585468,114318136733.64899,3.2817,139263805260.98,,2025-01-28T00:01:00.000Z,,,,,,2025-01-27 19:03:11.852045
5,1839,BNB,BNB,bnb,2344,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142480877.55,142480877.55,False,,6,,,,2025-01-28T00:02:00.000Z,679.804979682547,2293101031.3784356,49.5206,0.11160607,1.98917119,-0.29043281,-5.7920383,3.84428551,12.20240062,96859210068.02922,2.7796,96859210068.03,,2025-01-28T00:02:00.000Z,,,,,,2025-01-27 19:03:11.852045
